hero,entry,move,weapon,hp,atk,spd,def,res,total,color,weapon-type,ghb,duo,attuned,story,harmonized,tempest,emblem,mythic,entwined,regular_5,chosen,aided,regular_4_3_2_1,legendary,rearmed,special,specialRate
Catria: Middle Whitewing,Shadow Dragon / (New) Mystery,Flying,Blue Lance,39,31,34,29,25,158,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Catria: Mild Middle Sister,Echoes,Flying,Red Sword,41,38,36,27,24,166,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Catria: Spring Whitewing,Shadow Dragon / (New) Mystery,Cavalry,Blue Tome,36,32,35,18,23,144,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Catria: Windswept Knight,Shadow Dragon / (New) Mystery,Flying,Blue Bow,39,45,45,25,30,184,Blue,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cecilia: Etrurian Bride,The Binding Blade,Cavalry,Red Tome,40,41,25,18,38,162,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cecilia: Etrurian General,The Binding Blade,Cavalry,Green Tome,36,32,25,22,29,144,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cecilia: Festive Instructor,The Binding Blade,Armored,Colorless Dagger,41,35,23,30,36,165,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Ced: Hero on the Wind,Genealogy of the Holy War,Infantry,Green Tome,37,35,39,19,31,161,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ced: Sage of the Wind,Genealogy of the Holy War,Infantry,Green Tome,43,45,46,22,26,182,Green,Tome,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Celica: Caring Princess,Echoes,Infantry,Red Tome,39,32,33,22,22,148,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Celica: Imprisoned Soul,Echoes,Infantry,Red Sword,40,35,35,27,26,163,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Celica: Of Echoes,Echoes,Infantry,Blue Tome,45,46,46,21,24,182,Blue,Tome,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Celica: Queen of Valentia,Echoes,Infantry,Green Tome,40,38,38,18,28,162,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Celica: Sunlit Priestesses,Echoes,Cavalry,Colorless Tome,40,48,47,20,24,179,Colorless,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Celica: Valentia's Hope,Echoes,Infantry,Colorless Tome,40,43,42,21,25,171,Colorless,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Celica: Warrior Priestess,Echoes,Infantry,Red Sword,38,33,39,29,24,163,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Celica: With Grace,Heroes,Infantry,Red Sword,40,47,49,38,30,204,Red,Sword,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Céline: Blissful Tea Party,Engage,Flying,Red Tome,36,43,47,16,41,183,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Céline: Joyous Royal,Engage,Infantry,Green Tome,37,41,44,17,38,177,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Céline: Love's Aroma,Engage,Cavalry,Blue Tome,34,42,48,13,47,184,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Céline: Teatime Ninja,Engage,Infantry,Blue Tome,36,44,47,16,45,188,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cervantes: Invincible General,Awakening,Armored,Blue Lance,50,45,31,44,25,195,Blue,Lance,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chad: Lycian Wildcat,The Binding Blade,Infantry,Colorless Dagger,45,30,37,26,23,161,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Charlotte: Money Maiden,Fates,Infantry,Blue Lance,46,36,32,24,19,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Charlotte: Wily Warrior,Fates,Infantry,Green Axe,48,43,41,25,18,175,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cherche: Shaded by Wings,Awakening,Flying,Green Axe,43,44,20,44,32,183,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Cherche: Wyvern Friend,Awakening,Flying,Green Axe,46,38,25,32,16,157,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chloé: Fairy-Tale Flier,Engage,Flying,Blue Lance,36,38,40,28,42,184,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chloé: Spring Wings,Awakening,Flying,Red Tome,40,43,47,22,26,178,Red,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Chrom: Crowned Exalt,Awakening,Infantry,Blue Bow,41,42,26,34,25,168,Blue,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chrom: Exalted Prince,Awakening,Infantry,Red Sword,47,37,25,31,17,157,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chrom: Fate-Defying Duo,Awakening,Infantry,Red Bow,40,44,27,40,26,177,Red,Bow,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chrom: Fated Honor,Awakening,Cavalry,Blue Lance,41,42,42,37,17,179,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chrom: Fell Exalt,Awakening,Cavalry,Red Sword,41,45,46,29,18,179,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Chrom: Gifted Leader,Awakening,Armored,Green Axe,51,40,19,35,29,174,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chrom: Knight Exalt,Awakening,Cavalry,Red Sword,41,37,28,34,17,157,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chrom: Pivotal Blow,Awakening,Infantry,Colorless Bow,40,49,43,49,18,199,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chrom: Spring Exalt,Awakening,Infantry,Green Axe,43,35,32,28,20,158,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Chulainn: Leading Gladiator,Genealogy of the Holy War,Infantry,Green Axe,43,46,48,39,27,203,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chulainn: Unbeaten Warrior,Genealogy of the Holy War,Infantry,Red Sword,45,46,46,40,21,198,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citrinne: Caring Noble,Engage,Infantry,Green Tome,38,46,27,22,44,177,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Clair: Highborn Flier,Echoes,Flying,Blue Lance,37,26,36,24,33,156,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Clanne: Summer Fan,Engage,Infantry,Colorless Dagger,38,40,46,19,45,188,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Clarine: Refined Noble,The Binding Blade,Cavalry,Colorless Staff,35,25,33,22,29,144,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Clarisse: Sniper in the Dark,Shadow Dragon / (New) Mystery,Infantry,Colorless Bow,37,31,34,25,20,147,Colorless,Bow,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Claud: Priest of Edda,Genealogy of the Holy War,Infantry,Colorless Staff,42,48,33,21,49,193,Colorless,Staff,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Claude: Almyra's King,Three Houses,Flying,Colorless Bow,42,36,40,23,25,166,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Claude: Budding Ambition,Three Houses,Cavalry,Colorless Bow,40,46,49,26,30,191,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Claude: Distant Deer,Three Houses,Cavalry,Blue Bow,40,46,48,24,27,185,Blue,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Claude: Golden Breeze,Three Houses,Flying,Green Dagger,42,44,47,24,26,183,Green,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Claude: King of Unification,Three Houses,Flying,Colorless Bow,41,37,41,23,24,166,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Claude: The Schemer,Three Houses,Cavalry,Colorless Bow,39,33,37,20,21,150,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Claude: Tropical Trouble,Three Houses,Flying,Blue Dagger,41,38,42,25,26,172,Blue,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Claude: Yuletide Schemer,Three Houses,Armored,Colorless Bow,41,43,46,32,34,196,Colorless,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Clive: Idealistic Knight,Echoes,Cavalry,Blue Lance,45,33,25,32,19,154,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Colm: Capable Thief,The Sacred Stones,Infantry,Blue Dagger,43,36,41,24,32,176,Blue,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Conrad: Masked Knight,Echoes,Cavalry,Blue Lance,40,31,22,34,35,162,Blue,Lance,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Conrad: Unmasked Knight,Echoes,Cavalry,Red Sword,39,32,23,33,35,162,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Constance: Fallen Noble,Three Houses,Flying,Red Tome,39,42,40,17,29,167,Red,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cordelia: Knight Paradise,Awakening,Cavalry,Blue Lance,41,32,38,28,18,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Cordelia: Knight Paragon,Awakening,Flying,Blue Lance,40,35,35,22,25,157,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cordelia: Perfect Bride,Awakening,Infantry,Colorless Bow,36,35,35,19,22,147,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Cordelia: Unyielding Snow,Awakening,Flying,Blue Lance,40,44,43,33,23,183,Blue,Lance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True
Cormag: Aloof Lanceman,The Sacred Stones,Flying,Blue Lance,42,36,32,34,23,167,Blue,Lance,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cornelia: Saint Consumed,Three Houses,Infantry,Colorless Staff,42,46,23,26,40,177,Colorless,Staff,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Corrin: Bloodbound Beast,Fates,Infantry,Blue Breath,42,38,38,33,26,177,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corrin: Celestial Sorcerer,Fates,Infantry,Green Breath,44,44,21,44,39,192,Green,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Corrin: Child of Dawn,Fates,Infantry,Green Breath,40,40,46,27,46,199,Green,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Corrin: Child of Dusk,Fates,Infantry,Colorless Breath,41,38,40,34,29,182,Colorless,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Corrin: Daylight Ninja Act,Fates,Infantry,Blue Lance,41,40,38,35,28,182,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Corrin: Dream Prince,Fates,Infantry,Blue Breath,42,35,35,31,24,167,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corrin: Dream Princess,Fates,Infantry,Green Breath,41,31,37,32,27,168,Green,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corrin: Enjoying Tradition,Fates,Infantry,Colorless Bow,37,32,30,34,18,151,Colorless,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Corrin: Fateful Prince,Fates,Infantry,Red Sword,42,32,32,28,24,158,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Corrin: Fateful Princess,Fates,Infantry,Blue Breath,41,27,34,34,21,157,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Corrin: Nightfall Ninja Act,Fates,Cavalry,Green Tome,38,41,40,23,20,162,Green,Tome,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Corrin: Novice Vacationer,Fates,Flying,Blue Tome,34,31,34,22,26,147,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Corrin: Of Fates,Fates,Armored,Red Sword,43,46,49,26,49,213,Red,Sword,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Corrin: Silent Bloodline,Fates,Armored,Colorless Breath,42,40,46,37,40,205,Colorless,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Corrin: Starry Seer,Fates,Infantry,Blue Breath,40,42,45,36,30,193,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
